_id,Operating Name,Category,Issued,Licence Address Line 1,city_std,latitude,longitude
21387,STOP VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2007-07-18,690 DANFORTH AVE,TORONTO,,
21388,YUMMY FOOD,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-10,"4675 STEELES AVE E, #2FC6",TORONTO,,
21389,POTATOPIA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-10,"4841 YONGE ST, #204",TORONTO,,
21390,SHOPPERS DRUG MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-05-04,"901 KING ST W, MAIN FLOOR",TORONTO,,
21391,SHOPPERS DRUG MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-11-06,"1473 QUEEN ST W, FL1",TORONTO,,
21392,SHOPPERS DRUG MART # 1393,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-05-09,500 KING ST W,TORONTO,43.64512816462403,-79.39668917398541
21393,GREEN PRESS INC,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-12,"2 BLOOR ST E, C45",TORONTO,,
21394,CITY FOOD MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-12,792 GERRARD ST E,TORONTO,,
21395,GERRARD STREET PHARMACY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-13,247 COXWELL AVE,TORONTO,,
21396,U OF T SECOND CUP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-13,119 ST GEORGE ST,TORONTO,,
21397,CIRCLE K,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-13,"106 HUMBER COLLEGE BLVD, #9",TORONTO,,
21398,SIMI AFRICAN FOODS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-14,"415 OAKDALE RD, #381",TORONTO,,
21399,THAI ONE ON EXPRESS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-14,"2889 ST CLAIR AVE E, C",TORONTO,,
21400,EXECUTIVE BUSINESS SOLUTIONS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-14,"525 BAY ST, FL2",TORONTO,,
21401,BECKER MILK CO #1034,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2002-01-15,305 PORT UNION RD,TORONTO,,
21402,LUCKY STATION,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-01-15,"19 MILLIKEN BLVD, #6C",TORONTO,,
21403,GREENWIN SQUARE LOTTERY CENTRE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-09-20,"345 BLOOR ST E, #32",TORONTO,,
21404,TREATS-KING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-15,"121 KING ST W, B-120",TORONTO,,
21405,GTA NUTRITION,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-15,"1415 KENNEDY RD, #2",TORONTO,,
21406,DOLLARAMA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-16,"10 DUNDAS ST E, B116",TORONTO,,
21407,JULES CAFE PATISSERIE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2006-03-22,617 MOUNT PLEASANT RD,TORONTO,,
21408,DIABOLOS' COFFEE BAR,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-17,15 KING'S COLLEGE CIR,TORONTO,,
21409,SHOPPERS DRUG MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-11-06,2440 DUNDAS ST W,TORONTO,43.65904732042709,-79.45328215630254
21410,SANDWICHED,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-17,141 SPADINA AVE,TORONTO,,
21411,DAKO'S TAIYAKI,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-17,6464 YONGE ST,TORONTO,,
21412,MARYAM TAKEOUT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2021-02-24,"900 PROGRESS AVE, #1",TORONTO,,
21413,THE BAGEL STOP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-01-18,"4950 YONGE ST, #28A",TORONTO,,
21414,GATEWAY NEWSTANDS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2014-09-10,610 BAY ST,TORONTO,,
21415,DAISY MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-06-05,"290 THE WEST MALL, #7",TORONTO,,
21416,GATEWAY NEWSTANDS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-09-25,"610 BAY ST, MAIN FLOOR",TORONTO,,
21417,SOBEYS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-18,207 QUEENS QUAY W,TORONTO,43.63960883147343,-79.38211658057779
21418,NOBREGA'S VARIETY STORE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-07-23,209 DOVERCOURT RD,TORONTO,,
21419,UNCLE TETSU,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-21,"3401 DUFFERIN ST, #607",TORONTO,,
21420,,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-21,335 YONGE ST,TORONTO,,
21421,ENKANG DUMPLING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-22,"4750 YONGE ST, #131",TORONTO,,
21422,GATEWAY NEWS STAND,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2002-01-01,665 LAWRENCE AVE W,TORONTO,,
21423,TJ'S CONVENIENCE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2002-01-04,330 DIXON RD,TORONTO,43.6955686426252,-79.55310887844055
21424,,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2008-12-08,2277 KEELE ST,TORONTO,,
21425,PANDAV INC,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-01-23,"1255 THE QUEENSWAY, K0001",TORONTO,,
21426,FAMILY MILK,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-11-15,"824 SHEPPARD AVE W, #4",TORONTO,,
21427,DAISY MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-11,428 WILSON AVE,TORONTO,43.7355797977936,-79.4426281068473
21428,KITCHEN FOOD FAIR,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-22,"45 OVERLEA BLVD, #119",TORONTO,,
21429,LAWAIA POKE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-23,"700 KING ST W, #1A",TORONTO,,
21430,CANADIAN OUTLET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-22,533 YONGE ST,TORONTO,,
21431,MEC,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-04-04,300 QUEEN ST W,TORONTO,43.6493390068002,-79.3936639482638
21432,SEARA BAKERY & PASTRY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-11-13,"605 ROGERS RD, #3 BLDG D",TORONTO,,
21433,7 BAKER - SCARBOROUGH,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-23,"300 BOROUGH DR, R007",TORONTO,,
21434,TROPIFRUITZEN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-23,"500 REXDALE BLVD, G9",TORONTO,,
21435,MULKI'S RESTAURANT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-07,"262 PARLIAMENT ST, #5",TORONTO,,
21436,TORIICHI CATERING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-10-31,"4190 KINGSTON RD, #5",TORONTO,,
21437,BASIL'S,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-24,718 GERRARD ST E,TORONTO,,
21438,VALLEY FARM PRODUCE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2021-03-06,466 DANFORTH AVE,TORONTO,,
21439,BURO 53,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-25,53 BLOOR ST E,TORONTO,,
21440,GOURMEATS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-25,2946 DUNDAS ST W,TORONTO,43.66544431778643,-79.46776169174701
21441,FOOD PLUS MARKET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,1998-01-26,2914 YONGE ST,TORONTO,,
21442,ROCKY MOUNTAIN CHOCOLATE FACTORY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-01-26,"100 KING ST W, CM1ABOX499",TORONTO,,
21443,GATEWAY NEWSTAND,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-01-26,"200 CONSILIUM PL, #8",TORONTO,,
21444,YAT CHEUN HERBS CO,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,1994-01-28,"294 SPADINA AVE, #288 FL1",TORONTO,,
21445,TIKI MING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-01-28,"320 FRONT ST W, #330A",TORONTO,,
21446,ALBION-MARTIN GROVE PHARMACY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-01-28,1625 ALBION RD,TORONTO,,
21447,BLACKBIRD BREAD WORKS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-28,80 KENSINGTON AVE,TORONTO,,
21448,BENTO SUSHI,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-01-29,207 QUEENS QUAY W,TORONTO,43.63960883147343,-79.38211658057779
21449,FLOWERS & BUBBLE TEA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-29,"2301 BRIMLEY RD, #149",TORONTO,,
21450,GATEWAY NEWSTANDS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-01-29,"2 BLOOR ST W, L44",TORONTO,,
21451,SHORT AND SWEET BAKE SHOP CO.,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-29,"65 QUEEN ST W, #8",TORONTO,,
21452,YUEN HING HONG HERBAL CO,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,1996-01-30,"4385 SHEPPARD AVE E, #8",TORONTO,,
21453,JOY'S VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-01-30,1125 BROADVIEW AVE,TORONTO,,
21454,MODERN VIDEO AND VARIETIES,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-01-30,497 DUNDAS ST W,TORONTO,43.65296738322215,-79.39788794793304
21455,ORIENTAL DELIGHT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-07-08,"384 YONGE ST, #53",TORONTO,,
21456,UMI'S,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-01-31,346 DUNDAS ST E,TORONTO,,
21457,EXPRESS TO GO,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-02-01,198 QUEEN ST W,TORONTO,43.6503956170064,-79.3886013528926
21458,CALIFORNIA THAI,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2012-02-01,"200 WELLINGTON ST W, CRU320",TORONTO,,
21459,CULTURES,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-01,"320 FRONT ST W, #330C",TORONTO,,
21460,SECOND CUP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-01,"3401 DUFFERIN ST, #75",TORONTO,,
21461,JENNY'S INTERNATIONAL NEWS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-02-01,"48 YONGE ST, #100",TORONTO,,
21462,DANA HOSPITALITY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-03,"280 KING ST E, FLOOR 4",TORONTO,,
21463,POOP CAFE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-03,"500 REXDALE BLVD, G008",TORONTO,,
21464,ANTI-VICE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-02-04,853 COLLEGE ST,TORONTO,43.65423208929956,-79.42343242411182
21465,SE7EN FLAVOURS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-04,201 MARKHAM RD,TORONTO,,
21466,BECKER'S,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-04,115 ELLESMERE RD,TORONTO,,
21467,GATEWAY NEWSTANDS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-05,1900 YONGE ST,TORONTO,,
21468,JULIO'S QUALITY FOOD,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-05,2294 KEELE ST,TORONTO,,
21469,AMIT LEKHI DRUGS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-12-13,728 YONGE ST,TORONTO,,
21470,2 FOR 1 SHAWARMA EXPRESS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-05,1106 BLOOR ST W,TORONTO,43.66004704595087,-79.43450434215193
21471,SURREY DRUG MART LTD,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2008-02-06,1715 VICTORIA PARK AVE,TORONTO,,
21472,SAM JAMES COFFEE BAR,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2012-02-06,"150 KING ST W, C128",TORONTO,,
21473,FRONT STREET PHARMACY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2012-02-07,431 KING ST E,TORONTO,,
21474,DUNDAS FOOD MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2012-07-17,"4020 DUNDAS ST W, #8",TORONTO,,
21475,ERSKINE TUCK SHOP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,1996-02-08,140 ERSKINE AVE,TORONTO,,
21476,GRACE CONVENIENCE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-02-08,3073 PHARMACY AVE,TORONTO,,
21477,PHYLLO YOU BAKERY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-08,1919A YONGE ST,TORONTO,,
21478,SHOPPERS DRUG MART # 1320,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-05-09,388 KING ST W,TORONTO,43.6460405808987,-79.3922966999416
21479,TOKYO SMOKE FOUND,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-09,"850 ADELAIDE ST W, B",TORONTO,,
21480,JERK KING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-09,"275 DUNDAS ST W, #20",TORONTO,,
21481,GHAREEB NAWAZ TAKEOUT & CATERING,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-10,"1071 DANFORTH RD, #4",TORONTO,,
21482,METROPOLIS CAFE KOREAN FOOD COURT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2014-02-11,"2 BLOOR ST W, F-6",TORONTO,,
21483,BIRYANI,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-11,"55 UNIVERSITY AVE, C014",TORONTO,,
21484,COCO FRESH TEA & JUICE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-11,"8 WILLIAM KITCHEN RD, A",TORONTO,,
21485,TACORRITO,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-11,"4841 YONGE ST, #200A",TORONTO,,
21486,SHOPPERS DRUG MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2010-10-29,"1115 LODESTAR RD, BLDG E",TORONTO,,
21487,THE HERB HOUSE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-12,"3224 EGLINTON AVE E, A",TORONTO,,
21488,ROYWOODS UNION,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-12,"65 FRONT ST W, #479",TORONTO,,
21489,LI'S BRAISED CHICKEN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-05-01,"384 YONGE ST, #56",TORONTO,,
21490,WESTWAY MINI MART,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-08-12,1564 ROYAL YORK RD,TORONTO,,
21491,THE BOWL KOREAN FOOD,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-13,"109 MCCAUL ST, #38",TORONTO,,
21492,EUPIN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-13,"4750 YONGE ST, #138",TORONTO,,
21493,THAI EXPRESS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-13,"320 FRONT ST W, #330B",TORONTO,,
21494,FLAT ROCK FOOD + BEVERAGE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-07-21,899 BLOOR ST W,TORONTO,43.66188510674368,-79.42612059133046
21495,STEFANIA'S PIZZA & PASTA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-14,"557 DIXON RD, #132",TORONTO,,
21496,CHEESE GARDEN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-14,176 YONGE ST,TORONTO,,
21497,MANSTOP BARBERSHOP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-14,"71 DUNCAN ST, FL2",TORONTO,,
21498,GATEWAY NEWSTANDS #417,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-02-15,"1 EGLINTON SQ, #125",TORONTO,,
21499,WEDESHI FOODS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-15,3579 SHEPPARD AVE E,TORONTO,,
21500,OJJJ'S VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2006-02-16,533 MANNING AVE,TORONTO,,
21501,RABBA MARCHE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2009-02-16,361 FRONT ST W,TORONTO,43.64332659135345,-79.39166400899937
21502,YOGASPACE INC,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-17,148 OSSINGTON AVE,TORONTO,,
21503,FRESHII RESTAURANT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-17,"121 KING ST W, B102",TORONTO,,
21504,MAVETY MILK & VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-17,228 MAVETY ST,TORONTO,,
21505,PICK QUICK SMOKE & VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,1995-08-02,4451 KINGSTON RD,TORONTO,,
21506,GIBOS VARIETY STORE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2010-02-19,"2777 KIPLING AVE, LOBBY",TORONTO,,
21507,MUSTACHIO,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-02-19,"595 BAY ST, FC-6",TORONTO,,
21508,ROUGE NATURALS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-19,5514 LAWRENCE AVE E,TORONTO,,
21509,SUBWAY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-19,"4841 YONGE ST, #200A",TORONTO,,
21510,CULTURES,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-19,"25 THE WEST MALL, F015",TORONTO,,
21511,UNIQUE GIFT & CONVENIENCE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-07-30,100 FRONT ST W,TORONTO,43.64558175921425,-79.38108102962357
21512,MARKETTE TOTAL CONVENIENCE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2001-10-15,"2324 LAKE SHORE BLVD W, #2",TORONTO,,
21513,TUCANA COFFEE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-04-14,1413 DUNDAS ST W,TORONTO,43.64957450581792,-79.4294354660003
21514,MMMUFFINS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2003-02-21,"40 KING ST W, #136",TORONTO,,
21515,STARBUCKS COFFEE CANADA STORE# 55764,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-09-27,"1 BLOOR ST E, #5",TORONTO,,
21516,SKYWAY GIFTS AND SOUVENIRS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-21,"111 PRINCES BLVD, G73",TORONTO,,
21517,MASALA BOYS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-21,"25 SLAN AVE, A",TORONTO,,
21518,TD VARIETY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2002-02-22,"156 THE QUEENSWAY, #2",TORONTO,,
21519,EDIBLE ARRANGEMENTS # 1573,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-07-16,474 QUEENS QUAY W,TORONTO,43.63741722417207,-79.39350608763924
21520,RICO FOOD,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2016-07-11,"4750 YONGE ST, #143",TORONTO,,
21521,SIMPLE WAY JAPAN HOUSE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-22,"5510 YONGE ST, N1",TORONTO,,
21522,LIS BRAISED CHICKEN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-22,"4750 YONGE ST, #137",TORONTO,,
21523,SUPERHOT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-22,"4186 FINCH AVE E, #7",TORONTO,,
21524,COCO DOLLAR,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-22,1291 ST CLAIR AVE W,TORONTO,43.67687017365482,-79.44802437678716
21525,SOUP IT UP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2011-02-23,181 BAY ST,TORONTO,,
21526,BIRYANI,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-25,"300 BOROUGH DR, FC-05",TORONTO,,
21527,LA CHILACA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-25,"214 AUGUSTA AVE, E",TORONTO,,
21528,HOMESENSE/MARSHALLS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-25,"1800 SHEPPARD AVE E, #2120",TORONTO,,
21529,BULK BARN,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2015-10-02,410 PROGRESS AVE,TORONTO,,
21530,MOS MOS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-26,"655 BAY ST, #3",TORONTO,,
21531,CARMEN'S INDEPENDENT CITY MARKET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-26,301 COLLEGE ST,TORONTO,43.6576304008391,-79.4018171218679
21532,KINGS DELIGHT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-26,1745 ST CLAIR AVE W,TORONTO,43.674176721589745,-79.46011945012255
21533,KABOB EXPRESS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-02-26,"500 REXDALE BLVD, L010",TORONTO,,
21534,TODAYSMENU,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-27,852 MILLWOOD RD,TORONTO,,
21535,ELLE FITNESS AND LIFESTYLE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-02-27,"580 KING ST W, #200",TORONTO,,
21536,TRIPLELCREATIONZ,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-27,"1 MACAULAY AVE, BSMT",TORONTO,,
21537,TIM HORTON'S,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-27,200 ELIZABETH ST,TORONTO,,
21538,MUJI CANADA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-09-05,"300 BOROUGH DR, #238",TORONTO,,
21539,URBINZ,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-28,67 FRONT ST E,TORONTO,,
21540,PARTY PROS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-02-28,"4242 DUNDAS ST W, #3",TORONTO,,
21541,HASTY MARKET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-02-28,"666 BURNHAMTHORPE RD, #3041",TORONTO,,
21542,AREN'T WE NAUGHTY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-09-06,1100 THE QUEENSWAY,TORONTO,43.62282301573009,-79.51826419672155
21543,STRESS FREE PHARMACY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-03-01,3471 LAKE SHORE BLVD W,TORONTO,43.5952364184236,-79.5302735386244
21544,KNOCKOUT ICE CREAM,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-05-30,342 WESTMORELAND AVE N,TORONTO,,
21545,INTERNATIONAL NEWS #5209,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2010-03-02,"130 KING ST W, C12 CONC",TORONTO,,
21546,METRO CENTRE YMCA CAFE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-03-02,20 GROSVENOR ST,TORONTO,43.6626087036069,-79.3857285998979
21547,EXTREME PITA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-03-02,"161 BAY ST, C160",TORONTO,,
21548,INTERNATIONAL NEWS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-03-02,"200 FRONT ST W, C003",TORONTO,,
21549,NET EFFECT,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-03-03,"9 ISABELLA ST, #2A",TORONTO,,
21550,LOURDES COFFEE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-04,1867 DAVENPORT RD,TORONTO,43.67066657248695,-79.4535577324316
21551,CULTURESHARE MARKET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-04,1672 EGLINTON AVE W,TORONTO,43.6967875273125,-79.4452090148311
21552,CHASKA EXPRESS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-04,"595 BAY ST, FC-9",TORONTO,,
21553,GATEWAY NEWSTAND,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2007-03-05,950 KIPLING AVE,TORONTO,,
21554,JUG CITY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-05,96 DEARHAM WOOD,TORONTO,,
21555,KAALIA'S GOURMET,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-03-05,"8 WESTMORE DR, N15",TORONTO,,
21556,SPICY MASTER,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2020-03-05,291 DANFORTH RD,TORONTO,,
21557,NANCY'S CHEESE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2009-03-06,260 DUPONT ST,TORONTO,43.67497425725129,-79.40654392230488
21558,PRAIRIE GIRL BAKERY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-03-06,"150 BLOOR ST W, #14A",TORONTO,,
21559,J & J TUCK SHOP,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2014-04-22,52 MABELLE AVE,TORONTO,43.6467734445177,-79.5305537584886
21560,MOS MOS,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-05-28,"65 QUEEN ST W, #12",TORONTO,,
21561,MAC'S,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2006-03-07,1021 MARKHAM RD,TORONTO,,
21562,NEW YORK NEWS CAFE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2013-03-07,225 FRONT ST W,TORONTO,43.6447613799235,-79.3850157868632
21563,BOWL,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-08-08,107 MUTUAL ST,TORONTO,,
21564,EXTREME PITA,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2017-03-08,"76 GRENVILLE ST, #4",TORONTO,,
21565,CURE PHARMACY,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-03-08,"1585 MARKHAM RD, #108",TORONTO,,
21566,SHAWARMA QUEENZ,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2019-03-08,"305 PORT UNION RD, #4",TORONTO,,
21567,KIDLEE,TAKE-OUT OR RETAIL FOOD ESTABLISHMENT,2018-03-09,"100 KING ST W, FC0118",TORONTO,,
